	GSM461182_untreat_single	GSM461178_untreat_paired	GSM461177_untreat_paired	GSM461176_untreat_single	GSM461181_treat_paired	GSM461180_treat_paired	GSM461179_treat_single
FBgn0024984	68.3336068479025	69.9019980420464	66.8891668835539	62.1193611023184	204.439975254138	204.706251394	147.365463616321
FBgn0040388	2501.67667996833	1525.68708770032	1823.11868808198	1743.85077417073	902.737963019779	930.890471667606	908.841097676455
FBgn0030326	198.334127192693	241.617775840986	161.778450136968	142.27337542789	68.9677024953719	98.6176101606132	76.042676955041
FBgn0003360	8378.36686888795	6722.74868126116	6054.24738397191	7270.97102450846	773.423520840956	805.377149645008	744.169369649677
FBgn0030598	18.3334067152909	13.6764778777917	9.3333721232866	18.0346532232537	59.1151735674616	76.204516942292	69.2250576418304
FBgn0052677	22.5000900596752	25.8333471024954	32.6668024315031	39.5760445732512	75.1255330753158	77.6987231568468	78.1404059744904
FBgn0085359	145.83391705345	121.568692247037	71.5558529451972	127.745460331381	1.23156611598878	2.98841242910949	5.76875480348587
FBgn0003447	12.5000500331529	22.7941297963195	10.8889341438344	19.0365784023234	64.0414380314168	65.7450734404088	66.0784641126563
FBgn0031150	559.168904816373	446.764944007862	474.446416267069	590.133930472025	1107.17793827392	1019.04863832634	1430.12675900963
FBgn0261284	21.6667533907984	21.2745211432315	17.1111822260254	16.0308028651144	113.304082670968	86.6639604441752	83.9091607779763
FBgn0025836	162.500650430988	103.333388409982	91.7781592123182	112.716582645336	40.6416818276299	49.3088050803066	43.0034448987128
FBgn0029896	643.335908372936	679.26506793032	794.892192499909	814.064207994092	133.009140526789	127.007528237153	149.46319263577
FBgn0003366	20.8334167219215	33.4313903679352	21.7778682876687	29.5567927825547	8.62096281192149	7.47103107277373	7.34205156807292
FBgn0027279	3769.18175333004	3744.31572120875	4013.35001301324	4041.26520977744	1660.15112435288	1695.92405351964	1702.30709928319
FBgn0030041	72.5002901922868	165.637343186588	146.22282993149	144.27722578603	19.7050578558205	13.4478559309927	22.5505869590811
FBgn0259741	24.1667633974289	16.7156951839676	21.7778682876687	18.0346532232537	39.4101157116411	50.8030112948613	53.4920899959599
FBgn0023549	159.16730375548	302.402121964505	309.556842089005	266.512097632527	103.451553743058	100.111816375168	76.042676955041
FBgn0250904	11.666713364276	18.2353038370556	14.0000581849299	13.0250273279055	45.567946291585	50.8030112948613	41.9545803889881
FBgn0052625	71.6669535234099	106.372605716158	63.7780428424584	87.6684531685945	217.987202530015	207.69466382311	296.304223997229
FBgn0052681	175.000700464141	229.460906616283	203.778624691757	208.901399836022	94.8305909311364	91.1465790878395	108.033044501644
FBgn0263257	80.8336568810554	107.892214369246	105.778217397248	121.733909256963	41.8732479436187	49.3088050803066	61.3585738188951
FBgn0032598	215.00086057023	226.421689310107	208.445310753401	200.885998403465	465.53199184376	515.501144021387	410.630455557221
FBti0062912	85.8336768943166	83.5784759198381	96.4448452739615	91.6761538848731	204.439975254138	237.578788114205	155.231947439256
FBgn0040099	1177.504713123	1167.05944557156	1123.11577883549	1498.37910529866	290.649603373353	280.910768336292	473.562326140704
FBgn0032004	1605.83976092571	1236.9614436136	1112.22684469165	1103.62058474522	559.131016658908	506.535906734059	579.497641622899
FBgn0000406	200.834137199323	551.617941070931	407.557249383515	398.766221269721	115.767214902946	83.6755480150657	83.3847285231139
FBgn0032405	24.1667633974289	28.8725644086713	29.5556783904076	24.5471668872065	156.408896730576	137.466971739037	148.414328126046
FBgn0267992	385.001541021109	475.637508416533	732.669711677998	684.815859894107	141.63010333871	128.501734451708	194.564366553932
FBgn0020376	75.8336368677942	57.7451288173427	54.4446707191718	46.5895208267388	24.6313223197757	11.953649716438	20.9772901944941
FBgn0028939	20.0000800530446	50.1470855519029	31.1112404109553	26.0500546558109	7.3893966959327	5.97682485821898	7.34205156807292
FBgn0266020	5.00002001326116	13.6764778777917	6.22224808219107	16.5317654546492	35.7154173636747	28.3899180765402	36.1858255855023
FBgn0283531	29.1667834106901	39.5098249802871	48.2224226369808	34.566418677903	14.7787933918654	11.953649716438	17.83069666532
FBgn0031548	108.333766953992	72.9412153482223	68.4447289041017	63.121286281388	24.6313223197757	13.4478559309927	25.6971804882552
FBgn0259715	535.002141418944	1490.73608867929	1342.45002373272	1127.16582645336	350.996343056803	413.895121431665	244.385430765856
FBgn0053307	1225.00490324898	1414.7556560249	1130.89358893823	1797.95473384049	458.142595147828	412.40091521711	637.70962191262
FBgn0031327	339.168024232882	574.412070867251	530.446649006788	473.910609699945	1102.25167380996	1143.06775413438	1120.18729638598
FBgn0264343	32.5001300861975	13.6764778777917	14.0000581849299	28.5548676034851	35.7154173636747	31.3783305056497	115.375096069717
FBti0019110	55.0002201458727	77.5000413074862	34.2223644520509	24.5471668872065	62.809871915428	219.648313539548	82.3358640133892
FBgn0032436	5.00002001326116	3.03921730617593	9.3333721232866	10.0192517906965	19.7050578558205	41.8377740075329	33.5636643111905
FBgn0062978	22.5000900596752	24.3137384494074	26.444554349312	33.0635309092985	8.62096281192149	8.96523728732847	11.0130773521094
FBgn0028542	1608.33977093234	1780.9813414191	1428.00593486285	1048.51469989639	905.201095251756	820.319211790555	539.64079025336
FBgn0031547	515.002061365899	401.176684415223	278.44560167805	274.527499065084	120.693479366901	118.042290949825	156.280811948981
FBgn0031258	180.834057146279	164.1177345335	205.334186712305	231.945678954624	62.809871915428	65.7450734404088	99.1176961689845
FBgn0264437	65.0002601723951	28.8725644086713	23.3334303082165	47.0904834162736	118.230347134923	147.92641524092	503.454964667858
FBti0063710	5.00002001326116	1.51960865308797	6.22224808219107	3.00577553720895	11.0840950438991	13.4478559309927	27.7949095077046
FBgn0027348	359.168104285927	302.402121964505	294.001221883528	250.481294767413	169.956124006452	143.443796597256	131.108063715588
FBgn0031688	17.5000700464141	24.3137384494074	9.3333721232866	22.0423539395323	36.9469834796635	53.7914237239708	59.7852770543081
FBgn0051642	43.3335067815967	39.5098249802871	65.3336048630062	40.5779697523209	173.650822354419	204.706251394	173.587076359438
FBgn0001137	730.002921936129	615.441504500626	566.224575479387	554.064624025517	247.544789313746	221.142519754102	237.043379197783
FBgn0043364	1246.67165663978	1303.82422434947	1267.78304674643	2213.25272056486	601.004264602527	533.431618596044	841.713769054074
FBgn0267252	155.833957079973	126.127518206301	132.22277174656	172.832093389515	56.6520413354841	43.3319802220876	61.3585738188951
FBgn0031703	84.1670035565628	155.000082614972	140.000581849299	138.766637301147	34.483851247686	31.3783305056497	37.234690095227
FBgn0032638	240.834297305412	155.000082614972	152.445078013681	154.797440166261	50.4942107555402	62.7566610112993	73.9449479355916
FBgn0260011	27.5001100729364	44.068650939551	29.5556783904076	25.0481294767413	177.345520702385	185.281570604788	131.63249597045
FBgn0031322	475.835237928687	626.078765072242	535.113335068432	502.966439892965	268.481413285555	191.258395463007	153.134218419807
FBgn0010097	80.8336568810554	75.9804326543983	66.8891668835539	60.6164733337139	195.819012442217	158.385858742803	120.619418618341
FBgn0262620	193.334107179431	151.960865308797	154.000640034229	200.38503581393	272.176111633521	261.48608754708	540.689654763084
FBgn0283658	1738.34029127713	1791.61860199071	1879.1189208217	1508.39835708936	873.180376236048	853.19174851076	698.01933122179
FBgn0013688	8.3333666887686	1.51960865308797	1.55556202054777	7.51443884302238	3.69469834796635	0	144.743302342009
FBgn0013680	62.5002501657645	4.5588259592639	4.6666860616433	45.0866330581343	6.15783057994392	10.4594435018832	408.00829428291
